organisationid,companyname,EntryType,ProductType,productid,productname,producername,awardname,winecolour,tastingcategory,tastingnotes,alcoholpercentage,countryname,organisationaddressid,contactid,categoryreference,categorysubtype,orderproductref,orderrefid,eventrefid,,Spirit type/ grape
120994,Whyte and Mackay Ltd,On Line,Spirits,10204131,Dalmore Single Highland Malt 18YO,Whyte and Mackay Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,43,Scotland,223252,526350,31e,Whisky - Scotch,19268,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204132,Dalmore Single Highland Malt 12YO,Whyte and Mackay Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,223252,526350,31e,Whisky - Scotch,19264,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204133,Dalmore Quintessence Single Highland Malt,Whyte and Mackay Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,45,Scotland,223252,526350,31e,Whisky - Scotch,19276,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204134,Jura Superstition Single Highland Malt,Whyte and Mackay Ltd,Silver,,Whisky - Scotch - Single Malt - Islands -  No Age Stated,,43,Scotland,223252,526350,31e,Whisky - Scotch,19282,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204135,Diurachs Own Jura Single Highland Malt 16YO,Whyte and Mackay Ltd,Gold,,Whisky - Scotch -Single Malt - Island - 16 - 21 YO,,40,Scotland,223252,526350,31e,Whisky - Scotch,19283,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204136,Jura Prophecy Single Highland Malt,Whyte and Mackay Ltd,Silver,,Whisky - Scotch -Single Malt - Island - No Age Stated - Peated,,46,Scotland,223252,526350,31e,Whisky - Scotch,19284,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204137,Dalmore Single Highland Malt 35YO,Whyte and Mackay Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 35-40 YO,,40,Scotland,223252,526350,31e,Whisky - Scotch,19277,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204138,Jura Single Highland Malt 10YO,Whyte and Mackay Ltd,Gold,,Whisky - Scotch -Single Malt - Island - 10 -12 - Cask Finish,,40,Scotland,223252,526350,31e,Whisky - Scotch,19281,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204140,Dalmore Ditillery Exclusive Single Highland Malt 25YO,Whyte and Mackay Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 24-30 YO,,59,Scotland,223252,526350,31e(ii),Whisky - Scotch,19279,3882,22,,Whisky
120994,Whyte and Mackay Ltd,On Line,Spirits,10204141,Dalmore Distillery Exclusive Non Aged Single Highland Malt,Whyte and Mackay Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Strength 50-60%,,54.8,Scotland,223252,526350,31e(ii),Whisky - Scotch,19280,3882,22,,Whisky
10010414,Syndicate 58/6 Limited,On Line,Spirits,10204145,Syndicate 58/6 12 YO Blended Scotch Whisky,Syndicate 58/6 Limited,Gold,,Whisky - Scotch - Deluxe Blend - 6-13 YO,,40,Scotland,10010415,10046198,31b,Whisky - Scotch,19331,3883,22,,Whisky
111384,Kilchoman Distillery Co Ltd,On Line,Spirits,10205668,Kilchoman 100% Islay Single Malt Scotch Whisky,Kilchoman Distillery Co Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Islay - 7 YO - Peated - Cask Strength 50%,,50,Scotland,212961,10142971,31e,Whisky - Scotch,19605,3951,22,,Whisky
111384,Kilchoman Distillery Co Ltd,On Line,Spirits,10205670,Kilchoman Machir Bay Single Malt Scotch Whisky,Kilchoman Distillery Co Ltd,Silver,,Whisky - Scotch -Single Malt - Islay - No Age Stated,,46,Scotland,212961,10142971,31e,Whisky - Scotch,19602,3951,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205674,Royal Brackla 12 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19231,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205675,Dewar's White Label Blended Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,212547,10205671,31a,Whisky - Scotch,19230,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205676,Dewar's Signature Blended Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,212547,10205671,31b,Whisky - Scotch,19229,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205677,Dewar's 18 YO The Vintage Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Deluxe Blend - 17-18 YO,,40,Scotland,212547,10205671,31b,Whisky - Scotch,19228,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205678,Royal Brackla 16 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 14-16YO,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19232,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205679,Royal Brackla 21 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19233,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205680,"Dewar's 30 YO "" Ne Plus Ultra"" Blended Scotch Whisky",John Dewar & Sons Ltd,Gold,,Whisky - Scotch - Blended - 29-30 YO,,40,Scotland,212547,10205671,31b,Whisky - Scotch,19521,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205682,William Lawson's 13 YO Blended Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,212547,10205671,31a,Whisky - Scotch,19234,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205683,Dewar's 15 YO The Monarch Blended Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,212547,10205671,31a,Whisky - Scotch,19227,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205684,Dewar's 12 YO The Ancestor Blended Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,212547,10205671,31a,Whisky - Scotch,19226,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205685,Aultmore 12 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19220,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205686,Aberfeldy 21 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19219,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205687,Aberfeldy 18 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19218,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205688,Aberfeldy 16 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 14-16YO,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19215,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205689,Aultmore 18YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - 18 YO,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19221,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205690,Aultmore 25 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 25-30 YO ,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19222,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205691,Craigellachie 23 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Gold,,Whisky - Scotch - Single Malt - Speyside - 23 YO,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19225,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205692,Craigellachie 17 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 12-17 YO,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19224,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205693,Craigellachie 13 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,46,Scotland,212547,10205671,31e,Whisky - Scotch,19223,3933,22,,Whisky
110991,John Dewar & Sons Ltd,On Line,Spirits,10205694,Aberfeldy 12 YO Single Malt Scotch Whisky,John Dewar & Sons Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,212547,10205671,31e,Whisky - Scotch,19212,3933,22,,Whisky
117968,The BenRiach Distillery Company Ltd,On Line,Spirits,10205857,BenRiach 10 YO Triple Distilled Single Malt Scotch Whisky,The BenRiach Distillery Company Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,43,Scotland,220025,10171522,31e,Whisky - Scotch,19518,3931,22,,Whisky
117968,The BenRiach Distillery Company Ltd,On Line,Spirits,10205858,BenRiach 21 YO Peated Single Malt Scotch Whisky ,The BenRiach Distillery Company Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 21 YO - Peated,,46,Scotland,220025,10171522,31e,Whisky - Scotch,19517,3931,22,,Whisky
117968,The BenRiach Distillery Company Ltd,On Line,Spirits,10205859,BenRiach 21 YO,The BenRiach Distillery Company Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 19-21 YO,,46,Scotland,220025,10171522,31e,Whisky - Scotch,19516,3931,22,,Whisky
10206322,C.Gars Ltd,On Line,Spirits,10206327,C.Gars Cigar Malt - Orchant Selection Highland Single Malt,Stalla Dhu Whiskies,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,40,Scotland,10206323,10206324,31e(i),Whisky - Scotch,19441,3911,22,,Whisky
10206322,C.Gars Ltd,On Line,Spirits,10206328,Stalla Dhu Islay Single Malt Scotch Whisky ,Stalla Dhu Whiskies,Silver,,Whisky - Scotch -Single Malt - Islay - No Age Stated,,40,Scotland,10206323,10206324,31e(ii),Whisky - Scotch,19440,3911,22,,Whisky
109437,Gordon & Macphail,On Line,Spirits,10206346,Rare Vintage Glen Grant 1961,Gordon & Macphail,Gold,,Whisky - Scotch - Single Malt - Speyside - 53 YO,,40,Scotland,210079,10092142,31e,Whisky - Scotch,19445,3912,22,,Whisky
109437,Gordon & Macphail,On Line,Spirits,10206347,Connoisseurs Choice Dailuaine 2006 Single Malt Scotch Whisky,Gordon & Macphail,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,46,Scotland,210079,10092142,31e,Whisky - Scotch,19444,3912,22,,Whisky
109437,Gordon & Macphail,On Line,Spirits,10206348,Private Collection Tormore Cote Rotie 2002,Gordon & Macphail,Bronze,,Whisky - Scotch - Single Malt - Speyside - 14-17 YO - Cask Finish,,45,Scotland,210079,10092142,31e(i),Whisky - Scotch,19443,3912,22,,Whisky
115066,Praban Na Linne Ltd - The Gaelic Whiskies,On Line,Spirits,10206384,Poit Dhubh 12YO Blended Malt Scotch Whisky ,Praban Na Linne Ltd - The Gaelic Whiskies,Silver Outstanding,,Whisky - Scotch - Blended Malt - 5-12YO,,43,Scotland,216931,519074,31d,Whisky - Scotch,19115,3835,22,,Whisky
115066,Praban Na Linne Ltd - The Gaelic Whiskies,On Line,Spirits,10206385,Poit Dhubh 8 YO Blended Malt Scotch Whisky,Praban Na Linne Ltd - The Gaelic Whiskies,Silver,,Whisky - Scotch - Blended Malt - 5-12YO,,43,Scotland,216931,519074,31d,Whisky - Scotch,19114,3835,22,,Whisky
115066,Praban Na Linne Ltd - The Gaelic Whiskies,On Line,Spirits,10206386,Tè Bheag Unchill filtered Connoisseurs' Blended Whisky,Praban Na Linne Ltd - The Gaelic Whiskies,Silver,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,216931,519074,31b,Whisky - Scotch,19111,3835,22,,Whisky
119769,Waitrose Ltd,On Line,Spirits,10206400,Waitrose 8 YO Blended Scotch Whisky,Waitrose Ltd,Silver,,Whisky - Scotch - Blended - 5-8 YO,,40,Scotland,222000,524972,31a,Whisky - Scotch,19310,3961,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206506,Something Special ,Chivas Brothers,Silver,,Whisky - Scotch - Blended - No Age Stated,,43,Scotland,10206502,10206503,31a,Whisky - Scotch,19645,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206507,Longmorn 16 Year Old,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 12-17 YO,,48,Scotland,10206502,10206503,31e(ii),Whisky - Scotch,19646,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206508,Longmorn 23 Year Old,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Speyside - 23 YO,,48,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19647,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206509,The Glenlivet 12 Year Old Single Malt Scotch Whisky,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19648,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206510,100 Pipers,Chivas Brothers,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10206502,10206503,31a,Whisky - Scotch,19644,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206511,Clan Campbell Dark,Chivas Brothers,Bronze,,Whisky - Scotch - Blended - No Age Stated - Cask Finish,,40,Scotland,10206502,10206503,31a,Whisky - Scotch,19643,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206513,Passport Scotch,Chivas Brothers,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10206502,10206503,31a,Whisky - Scotch,19641,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206514,Clan Campbell,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10206502,10206503,31a,Whisky - Scotch,19642,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206516,The Glenlivet 15 Year Old,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Speyside - 12-17 YO,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19650,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206517,The Glenlivet Nadurra Peated Single Malt Scotch Whisky ,Chivas Brothers,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Peated - Cask Strength 61%,,61.5,Scotland,10206502,10206503,31e(ii),Whisky - Scotch,19656,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206519,The Glenlivet Master Distiller's Reserve Solera Vatted Single Malt Scotch Whisky ,Chivas Brothers,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19658,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206521,The Glenlivet Nadurra First Fill Single Malt Scotch Whisky ,Chivas Brothers,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Strength 58-59%+,,63.1,Scotland,10206502,10206503,31e(ii),Whisky - Scotch,19655,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206522,The Glenlivet Nadurra Oloroso Single Malt Scotch Whisky ,Chivas Brothers,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish & Cask Strength 60%,,60.3,Scotland,10206502,10206503,31e(ii),Whisky - Scotch,19654,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206523,The Glenlivet 18 Year Old,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Speyside - 19-21 YO,,43,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19651,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206524,The Glenlivet 21 Year Old,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 19-21 YO,,43,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19652,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206525,The Glenlivet XXV Single Malt Scotch Whisky ,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 25-30 YO ,,43,Scotland,10206502,10206503,31e,Whisky - Scotch,19653,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206528,Chivas Regal 12,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - 6-13 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19621,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206529,Chivas Regal 25,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - 21-25 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19622,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206530,Chivas Regal Ultis,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Blended Malt - No Age Stated,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19623,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206531,Scapa Skiren,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Islands -  No Age Stated,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19624,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206532,Chivas Regal 18,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - 17-18 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19620,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206533,Aberlour A'bunadh Single Malt Scotch Whisky ,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish & Cask Strength 60%,,60.2,Scotland,10206502,10206503,31e(ii),Whisky - Scotch,19619,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206534,Aberlour 12 Year Old Double Cask Matured Highland Single Malt,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Speyside - 10-12 YO - Cask Finish,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19616,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206535,Aberlour 16 Year Old Double Cask Matured,Chivas Brothers,Gold,,Whisky - Scotch - Single Malt - Speyside - 14-17 YO - Cask Finish,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19617,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206536,Aberlour 18 Year Old,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - 18-19 YO - Cask Finish,,43,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19618,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206537,Scapa Glansa,Chivas Brothers,Gold,,Whisky - Scotch -Single Malt - Island - No Age Stated - Peated,,40,Scotland,10206502,10206503,31e(i),Whisky - Scotch,19625,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206538,Ballantine's 12 Year Old,Chivas Brothers,Silver,,Whisky - Scotch - Deluxe Blend - 6-13 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19628,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206543,Chivas Regal Extra,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19615,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206544,Ballantine's Hard Fired,Chivas Brothers,Gold,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19633,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206545,Ballantine's 17 Year Old,Chivas Brothers,Gold,,Whisky - Scotch - Deluxe Blend - 17-18 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19629,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206546,Ballantine's Finest,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19632,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206547,Ballantine's 21 Year Old,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - 21-25 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19630,3959,22,,Whisky
10206501,Lexis Agency,On Line,Spirits,10206548,Ballantine's 30 Year Old,Chivas Brothers,Silver Outstanding,,Whisky - Scotch - Blended - 29-30 YO,,40,Scotland,10206502,10206503,31b,Whisky - Scotch,19631,3959,22,,Whisky
103303,Booker Wholesale,On Line,Spirits,10206559,The Jacobite Blended Scotch Whisky,Booker Wholesale,Silver Outstanding,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,203537,10144179,31a,Whisky - Scotch,19682,3964,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207288,Ardbeg 10 YO,The Glenmorangie Company,Silver,,Whisky - Scotch -Single Malt - Islay - 8 - 12 YO,,46,Scotland,220123,522749,31e,Whisky - Scotch,19701,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207289,Glenmorangie A Midwinter Night's Dram Single Malt,The Glenmorangie Company,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,43,Scotland,220123,522749,31e,Whisky - Scotch,19700,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207290,Glenmorangie Tarlogan Higland Single Malt,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,43,Scotland,220123,522749,31e,Whisky - Scotch,19699,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207291,Ardbeg Corryvreckan Islay Single Malt Scotch Whisky ,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Islay - No Age Stated - Peated - Cask Strength 51-58%,,57.1,Scotland,220123,522749,31e,Whisky - Scotch,19702,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207292,Ardbeg Uigeadail Islay Single Malt Scotch Whisky ,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Islay - No Age Stated - Peated - Cask Strength 51-58%,,54.2,Scotland,220123,522749,31e,Whisky - Scotch,19703,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207293,Glenmorangie 19 YO,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,43,Scotland,220123,522749,31e,Whisky - Scotch,19795,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207294,Glenmorangie Astar (2017 Edition),The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Strength 50-60%,,52.5,Scotland,220123,522749,31e,Whisky - Scotch,19709,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207295,Ardbeg Kelpie,The Glenmorangie Company,Bronze,,Whisky - Scotch -Single Malt - Islay - No Age Stated,,46,Scotland,220123,522749,31e,Whisky - Scotch,19704,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207296,Glenmorangie Original 10 YO Highland Single Malt,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - 8-12 YO ,,40,Scotland,220123,522749,31e,Whisky - Scotch,19687,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207297,Glenmorangie Tayne Highland Single Malt,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,43,Scotland,220123,522749,31e(i),Whisky - Scotch,19698,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207298,Glenmorangie Nectar D'Or,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - 12YO - Cask Finish,,46,Scotland,220123,522749,31e(i),Whisky - Scotch,19691,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207299,Glenmorangie 18 YO,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,43,Scotland,220123,522749,31e,Whisky - Scotch,19689,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207300,Glenmorangie Signet,The Glenmorangie Company,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - 46-48%,,46,Scotland,220123,522749,31e,Whisky - Scotch,19688,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207301,Glenmorangie Duthac Highland Single Malt,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,43,Scotland,220123,522749,31e,Whisky - Scotch,19697,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207302,Glenmorangie Lasanta 12 YO Highland Single Malt,The Glenmorangie Company,Silver,,Whisky - Scotch - Single Malt - Highland - 12 YO  - Cask Finish 46%,,43,Scotland,220123,522749,31e(i),Whisky - Scotch,19692,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207303,Glenmorangie Grand Vintage Malt 1990,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - 24-30 YO,,43,Scotland,220123,522749,31e,Whisky - Scotch,19696,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207304,Glenmorangie Bacalta,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,46,Scotland,220123,522749,31e,Whisky - Scotch,19695,3985,22,,Whisky
118056,The Glenmorangie Company,On Line,Spirits,10207305,Glenmorangie Quinta Ruban,The Glenmorangie Company,Gold,,Whisky - Scotch - Single Malt - Highland - 12YO - Cask Finish,,46,Scotland,220123,522749,31e(i),Whisky - Scotch,19694,3985,22,,Whisky
105668,Aldi Stores Ltd,On Line,Spirits,10207318,Glen Marnoch Highland Single Malt Scotch Whisky,Aldi Stores Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,40,Scotland,10132480,10190098,31e,Whisky - Scotch,19772,3986,22,,Whisky
105668,Aldi Stores Ltd,On Line,Spirits,10207321, Highland Black 8 YO Scotch Whisky,Aldi Stores Ltd,Bronze,,Whisky - Scotch - Blended - 5-8 YO,,40,Scotland,10132480,10190098,31a,Whisky - Scotch,19776,3986,22,,Whisky
