Cederberg Private Cellars,Cederberg Shiraz 2015,Cederberg Private Cellars,Silver Outstanding,Red,Shiraz - WO Cederberg - 2015,South Africa
Cederberg Private Cellars,Five Generations Cabernet Sauvignon 2015,Cederberg Private Cellars,Silver Outstanding,Red,Cabernet Sauvignon - WO Cederberg - 2015,South Africa
Constantia Glen Winery (Pty) Ltd,Constantia Glen FIVE 2013,Constantia Glen Winery (Pty) Ltd,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - W O Constantia - 2014-2013,South Africa
Constantia Glen Winery (Pty) Ltd,Constantia Glen THREE 2014,Constantia Glen Winery (Pty) Ltd,Silver Outstanding,Red,Blended Red - Merlot Dominated - WO Constantia - 2014,South Africa
Constantia Glen Winery (Pty) Ltd,Constantia Glen Estate TWO 2016,Constantia Glen Winery (Pty) Ltd,Silver Outstanding,White,Sauvignon Blanc/Semillon Blends - W O Constantia - 2017-2016,South Africa
De Grendel Wines,De Grendel Shiraz 2015,De Grendel Wines,Silver Outstanding,Red,Shiraz - W O Coastal Region - 2015-2014,South Africa
De Grendel Wines,De Grendel Rubaiyat 2014,De Grendel Wines,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Coastal Region - 2016-2013,South Africa
De Grendel Wines,De Grendel Amandelboord Pinotage 2016,De Grendel Wines,Silver Outstanding,Red,Pinotage - WO Durbanville - 2016-2015,South Africa
De Morgenzon,DeMorgenzon Reserve Chenin Blanc 2016,De Morgenzon,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
Delheim Wines,Vera Cruz Pinotage 2014,Delheim Wines,Silver Outstanding,Red,Pinotage - WO Simonberg-Stellenbosch - 2014-2012,South Africa
DGB ( Pty) Ltd,Brampton Roxton 2014,DGB ( Pty) Ltd,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Western Cape - 2016 - 2013,South Africa
DGB ( Pty) Ltd,Bellingham Homestead Series Sauvignon Blanc 2017,DGB ( Pty) Ltd,Silver Outstanding,White,Sauvignon Blanc - WO Durbanville & Tygerberg - 2017-2015,South Africa
DGB ( Pty) Ltd,Bellingham The Bernard Series Basket Press Syrah 2015,DGB ( Pty) Ltd,Silver Outstanding,Red,Shiraz - WO Coastal Region - 2015,South Africa
DGB ( Pty) Ltd,Bellingham The Bernard Series Bush Vine Pinotage 2015,DGB ( Pty) Ltd,Silver Outstanding,Red,Pinotage - WO Coastal Region - 2017 - 2014,South Africa
DGB ( Pty) Ltd,Bellingham The Bernard Series Barrel Fermented M.M.M. 2015,DGB ( Pty) Ltd,Silver Outstanding,Red,Blended Red - Malbec Dominated - WO Coastal Region - 2015,South Africa
DGB ( Pty) Ltd,Bellingham The Bernard Series Whole Bunch Roussanne 2017,DGB ( Pty) Ltd,Silver Outstanding,White,Roussanne - W O Paarl - 2017,South Africa
DGB ( Pty) Ltd,Boschendal 1685 Cabernet Sauvignon 2015,DGB ( Pty) Ltd,Silver Outstanding,Red,Cabernet Sauvignon - W O Stellenbosch - 2016-2014,South Africa
DGB ( Pty) Ltd,Boschendal Lanoy Cabernet Sauvignon Merlot 2015,DGB ( Pty) Ltd,Silver Outstanding,Red,Cabernet Sauvignon - WO Western Cape - 2017-2014,South Africa
Distell Ltd,Pongracz Brut NV,Distell Ltd,Silver Outstanding,White,Bottle Fermented Sparkling - Pinot Noir/Chardonnay - Western Cape - NV-204,South Africa
Distell Ltd,Pongracz Desiderius 2009,Distell Ltd,Silver Outstanding,White,Bottle Fermented Sparkling - Chardonnay Dominated - Western Cape - 2015 - 2009,South Africa
Distell Ltd,Fleur Du Cap Unfiltered Chenin Blanc 2016,Distell Ltd,Silver Outstanding,White,Chenin Blanc - WO Coastal Regions - 2017-2015,South Africa
Distell Ltd,Fleur Du Cap Laszlo 2014,Distell Ltd,Silver Outstanding,Red,Blended Red - Merlot dominated - WO Coastal Region - 2014,South Africa
Distell Ltd,Durbanville Hills Sauvignon Blanc 2017,Distell Ltd,Silver Outstanding,White,Sauvignon Blanc - WO Durbanville & Tygerberg - 2017-2015,South Africa
Distell Ltd,Alto Rouge 2015,Distell Ltd,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Stellenbosch - 2016-2014,South Africa
Distell Ltd,Neethlingshof Gewurztraminer 2017,Distell Ltd,Silver Outstanding,White,Gewurztraminer - WO Stellenbosch - 2016,South Africa
Distell Ltd,Neethlingshof Pinotage 2016,Distell Ltd,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
Distell Ltd,Plaisir De Merle Grand Plaisir 2011,Distell Ltd,Silver Outstanding,Red,Blended Red - Malbec dominated - WO Simonsberg-Paarl - 2011,South Africa
Distell Ltd,Plaisir De Merle Petit Plaisir 2014,Distell Ltd,Silver Outstanding,Red,Blended Red - Shiraz dominated - WO Western Cape - 2016 - 2013,South Africa
Distell Ltd,Zonnebloem Laureat 2014,Distell Ltd,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - W O Stellenbosch - 2015-2009,South Africa
Distell Ltd,Fleur Du Cap Unfiltered Chardonnay 2016,Distell Ltd,Silver Outstanding,White,Chardonnay - WO Western Cape - 2016-2015,South Africa
Distell Ltd,Uitkyk Glass Memoires 2012,Distell Ltd,Silver Outstanding,White,Bottle Fermented Sparkling - Pinot Noir/Chardonnay - WO Simonsberg - Stellenbosch - 2012,South Africa
Distell Ltd,Plaisir De Merle Charles Marais 2013,Distell Ltd,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Paarl - 2014-2013,South Africa
Distell Ltd,Nederburg Private Bin Edelkeur 2005,Nederburg Wines (Pty) Ltd,Silver Outstanding,White,Noble Late Harvest - Chenin Blanc - 2009-2005,South Africa
Distell Ltd,Nederburg II Centuries Cabernet Sauvignon 2010,Nederburg Wines (Pty) Ltd,Silver Outstanding,Red,Cabernet Sauvignon - WO Paarl & Ward - 2016-2010,South Africa
Distell Ltd,Nederburg Private Bin Edelkeur 2009,Nederburg Wines (Pty) Ltd,Silver Outstanding,White,Noble Late Harvest - Chenin Blanc - 2009-2005,South Africa
Distell Ltd,Nederburg Ingenuity Spanish Blend 2015,Nederburg Wines (Pty) Ltd,Silver Outstanding,Red,Tempranillo/Graciano - WO Western Cape - 2015,South Africa
Distell Ltd,Nederburg Heritage Heroes The Motorcycle Marvel 2015,Nederburg Wines (Pty) Ltd,Silver Outstanding,Red,Blended Red - Cinsault Dominated - WO Western Cape - 2015,South Africa
Distell Ltd,Nederburg Heritage Heroes The Brew Master 2015,Nederburg Wines (Pty) Ltd,Silver Outstanding,Red,Bordeaux Style Blend - WO Western Cape- 2015,South Africa
Distell Ltd,Nederburg Heritage Heroes The Anchorman 2015,Nederburg Wines (Pty) Ltd,Silver Outstanding,White,Chenin Blanc - WO Western Cape - 2017-2015,South Africa
Distell Ltd,Nederburg Ingenuity Italian Blend 2014,Nederburg Wines (Pty) Ltd,Silver Outstanding,Red,Blended Red - Sangiovese Dominated - W O Western Cape - 2014,South Africa
Distell Ltd,Nederburg Private Bin D234 Sauvignon Blanc 2015,Nederburg Wines (Pty) Ltd,Silver Outstanding,White,Sauvignon Blanc - W O Darling - 2016-2014,South Africa
Distell Ltd,Nederburg Heritage Heroes The Anchorman Chenin Blanc 2016,Nederburg Wines (Pty) Ltd,Silver Outstanding,White,Chenin Blanc - WO Western Cape - 2017-2015,South Africa
Domaine des Dieux,Domaine des Dieux Josephine Pinot Noir 2013,Domaine des Dieux,Silver Outstanding,Red,Pinot Noir - WO Hemel-en-Aarde Valley - 2014-2013,South Africa
Eagles' Nest Wines Pty Ltd,Eagles' Nest Shiraz 2014,Eagles Nest Wines,Silver Outstanding,Red,Shiraz - W O Constantia - 2015-2013,South Africa
Eikendal Vineyards,Eikendal Classique 2014,Eikendal Vineyards,Silver Outstanding,Red,Blended Red - Merlot Dominated - WO Stellenbosch - 2015-2014,South Africa
GlenWood Vineyards,GlenWood Grand Duc Chardonnay 2015,GlenWood Vineyards,Silver Outstanding,White,Chardonnay - W O Franschhoek  - 2016-2015,South Africa
GlenWood Vineyards,GlenWood Grand Duc Semillon/Sauvignon blanc 2016,GlenWood Vineyards,Silver Outstanding,White,Semillon/Sauvignon Blanc Blend - W O Franschhoek - 2016,South Africa
GlenWood Vineyards,GlenWood Grand Duc Noblesse NV,GlenWood Vineyards,Silver Outstanding,White,Noble Late Harvest - Semillon - W O Franschhoek - NV,South Africa
Graham Beck Wines,Graham Beck Rosé 2012,Graham Beck Wines,Silver Outstanding,Rosé,Bottle Fermented Sparkling - Rosé - WO Robertson - 2012,South Africa
Graham Beck Wines,Graham Beck Brut Zero 2012,Graham Beck Wines,Silver Outstanding,White,Bottle Fermented Sparkling - Brut Zero - Pinot Noir Dominated - WO Robertson - 2012,South Africa
Groot Constantia Estate,Groot Constantia Estate Grand Constance 2014,Groot Constantia Estate,Silver Outstanding,Red,Sweet White - Muscat - Constantia - 2014,South Africa
Groot Constantia Estate,Groot Constantia Estate Chardonnay 2016,Groot Constantia Estate,Silver Outstanding,White,Chardonnay - W O Constantia - 2016,South Africa
Hartenberg Estate,The Megan 2014,Hartenberg Estate,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - WO Bottelay - 2014-2012,South Africa
Hartenberg Estate,Hartenberg Shiraz 2014,Hartenberg Estate,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - WO Bottelay - 2014-2012,South Africa
Hartenberg Estate,The Stork 2014,Hartenberg Estate,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - WO Bottelay - 2014-2012,South Africa
Hartenberg Estate,Hartenberg Chardonnay 2016,Hartenberg Estate,Silver Outstanding,White,Chardonnay - WO Stellenbosch - 2016-2015,South Africa
Hartenberg Estate,The Eleanor 2015,Hartenberg Estate,Silver Outstanding,White,Chardonnay - WO Stellenbosch - 2016-2015,South Africa
Kanonkop Wine Estate,Kanonkop Paul Sauer 2004,Kanonkop Wine Estate,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Simonsberg - Stellenbosch - 2013-2004,South Africa
Kanonkop Wine Estate,Kanonkop Cabernet Sauvignon 2009,Kanonkop Wine Estate,Silver Outstanding,Red,Cabernet Sauvignon - WO Simonsberg - Stellenbosch - 2010-2005,South Africa
Kanonkop Wine Estate,Kanonkop Paul Sauer 2013,Kanonkop Wine Estate,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Simonsberg - Stellenbosch - 2013-2004,South Africa
Kanonkop Wine Estate,Kanonkop Pinotage 2014,Kanonkop Wine Estate,Silver Outstanding,Red,Pinotage - WO Simonberg-Stellenbosch - 2014-2012,South Africa
Kanonkop Wine Estate,Kanonkop Pinotage 2012,Kanonkop Wine Estate,Silver Outstanding,Red,Pinotage - WO Simonberg-Stellenbosch - 2014-2012,South Africa
Kanonkop Wine Estate,Kanonkop Pinotage 2010,Kanonkop Wine Estate,Silver Outstanding,Red,Pinotage - WO Simonberg-Stellenbosch - 2014-2012,South Africa
Kanonkop Wine Estate,Kanonkop Black Label Pinotage 2011,Kanonkop Wine Estate,Silver Outstanding,Red,Pinotage - WO Simonberg-Stellenbosch - 2014-2012,South Africa
Ken Forrester Wines,Ken Forrester Renegade 2013,Ken Forrester Wines,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Western Cape - 2016 - 2013,South Africa
Ken Forrester Wines,The Forrester Meinert Chenin 2015,Ken Forrester Wines,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
Ken Forrester Wines,Ken Forrester Roussanne 2015,Ken Forrester Wines,Silver Outstanding,White,Roussanne - WO Stellenbosch - 2015,South Africa
Kleine Zalze Wines,Kleine Zalze Family Reserve Sauvignon Blanc 2016,Kleine Zalze Wines,Silver Outstanding,White,Sauvignon Blanc - WO Western Cape - 2017-2016,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Canvas 2014,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Coastal Region - 2015-2014,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV Cathedral Cellar Triptych 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Blended Red - WO Western Cape - 2016-2013,South Africa
Warshay Investment (Pty) Ltd ta KWV,Roodeberg Dr Charles Niehaus 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Coastal Region - 2015-2014,South Africa
Warshay Investment (Pty) Ltd ta KWV,Abraham Perold Tributum 2013,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Coastal Region - 2016-2013,South Africa
Warshay Investment (Pty) Ltd ta KWV,Abraham Perold Tributum 2014,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Coastal Region - 2015-2014,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Chardonnay 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,White,Chardonnay - WO Walker Bay & Wards - 2015,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Chenin Blanc 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,White,Chenin Blanc - W O Paarl - 2016-2014,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Sauvignon Blanc Darling 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,White,Sauvignon Blanc - W O Darling - 2016-2014,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Cabernet Sauvignon Darling 2014,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Cabernet Sauvignon/Cabernet Blends - W O Darling - 2014-2013,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV Cathedral Cellar Cabernet Sauvignon 2015,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Cabernet Sauvignon - WO Western Cape - 2016-2013,South Africa
Warshay Investment (Pty) Ltd ta KWV,KWV The Mentors Pinotage 2014,Warshay Investment (Pty) Ltd ta KWV,Silver Outstanding,Red,Pinotage - WO  Coastal Regions - 2015-2014,South Africa
Lanzerac Wines,Lanzerac Syrah 2015,Lanzerac Wines,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - WO Wards of Stellenbosch - 2015,South Africa
Lanzerac Wines,Lanzerac Mrs. English 2016,Lanzerac Wines,Silver Outstanding,White,Chardonnay - Jonkershoeck - 2016,South Africa
Lanzerac Wines,Lanzerac Chardonnay 2016,Lanzerac Wines,Silver Outstanding,White,Chardonnay - Jonkershoeck - 2016,South Africa
Linton Park Wines,Linton Park Estate Shiraz 2015,Linton Park Wines,Silver Outstanding,Red,Shiraz - WO Wellington - 2015,South Africa
Louisvale Wines,Louisvale MCC Rosé NV,Louisvale Wines,Silver Outstanding,Rosé,Bottle Fermented Sparkling - Rosé - Stellenbosch - NV,South Africa
Louisvale Wines,Louisvale 5 Barrels Cabernet Sauvignon 2015,Louisvale Wines,Silver Outstanding,Red,Cabernet Sauvignon - W O Stellenbosch - 2016-2014,South Africa
Lourensford Wine Estate,Lourensford Limited Release Chardonnay 2016,Lourensford Wine Estate,Silver Outstanding,White,Chardonnay - WO Stellenbosch - 2016 -2015,South Africa
Lourensford Wine Estate,Lourensford Limited Release Viognier 2015,Lourensford Wine Estate,Silver Outstanding,White,Viognier - WO Stellenbosch - 2015,South Africa
Mare Magnum Srl,Escapades Cabernet Sauvignon Shiraz Malbec 2016,Escapades Winery,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Coastal Region - 2016-2013,South Africa
MLC Promotions CC t/a The High Road,Director's Reserve 2014,MLC Promotions CC t/a The High Road,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - W O Stellenbosch - 2015-2009,South Africa
Oak Valley Wines,Oak Valley Chardonnay 2015,Oak Valley Wines,Silver Outstanding,White,Chardonnay - Elgin - 2015-2016,South Africa
Off-Piste Wines Ltd,Morrison's The Best Chenin Blanc 2016,Riebeek Cellars,Silver Outstanding,White,Chenin Blanc - WO Swartland & Wards - 2016-2015,South Africa
Oldenburg Vineyards,Cabernet Franc 2014,Oldenburg Vineyards,Silver Outstanding,Red,Cabernet Franc - WO Stellenbosch - 2014,South Africa
Ormonde Vineyards,Ormonde Chip off the Old Block Shiraz 2014,Ormonde Vineyards,Silver Outstanding,Red,Shiraz - WO Darling - 2014-2013,South Africa
Overhex Wines International,Survivor Wild Yeast Chardonnay 2016,Overhex Wines International,Silver Outstanding,White,Chardonnay - W O Swartland  - 2016,South Africa
Leopard's Leap Family Vineyards,Leopard's Leap Culinaria Grand Vin 2015,Leopards Leap Wines,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon - WO Western Cape - 2015,South Africa
Rhebokskloof Wine Estate ,Cellar Selection Flat Rock Red 2015,Rhebokskloof Wine Estate ,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Paarl - 2015-2013,South Africa
Rhebokskloof Wine Estate ,The Rhebok Cape Blend 2013,Rhebokskloof Wine Estate ,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Paarl - 2015-2013,South Africa
Rooiberg Winery,Rooiberg Winery Shiraz Reserve 2015,Rooiberg Winery,Silver Outstanding,Red,Shiraz - Robertson - 2015,South Africa
Saxenburg Wine Estate,Saxenburg Private Collection Cabernet Sauvignon 2013,Saxenburg Wine Estate,Silver Outstanding,Red,Cabernet Sauvignon - WO Wards of Stellenbosch - 2014-2013,South Africa
Simonsig Wine Estate.,Simonsig Kaapse Vonkel Brut 2015,Simonsig Wine Estate.,Silver Outstanding,White,Bottle Fermented Sparkling - Chardonnay Dominated - Western Cape - 2015 - 2009,South Africa
Simonsig Wine Estate.,Simonsig Cuvée Royale Blanc de Blancs 2012,Simonsig Wine Estate.,Silver Outstanding,White,Bottle Fermented Sparkling - Blanc de Blancs - Stellenbosch - 2012,South Africa
Simonsig Wine Estate.,Simonsig Roussanne 2015,Simonsig Wine Estate.,Silver Outstanding,White,Roussanne - WO Stellenbosch - 2015,South Africa
Simonsig Wine Estate.,Simonsig Chenin Avec Chêne 2016,Simonsig Wine Estate.,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
Simonsig Wine Estate.,Simonsig Frans Malan Cape Blend 2015,Simonsig Wine Estate.,Silver Outstanding,Red,Cabernet Dominated Blends - WO Stellenbosch - 2015-2012,South Africa
Simonsig Wine Estate.,Simonsig Pinotage Redhill 2015,Simonsig Wine Estate.,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
Spier Wines,Spier 21 Gables Chenin Blanc 2015,Spier Wines,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
Stellenbosch Hills,Stellenbosch Hills Sauvignon Blanc 2017,Stellenbosch Hills,Silver Outstanding,White,Sauvignon Blanc - WO Stellenbosch - 2017-2016,South Africa
Stellenbosch Hills,Stellenbosch Hills 1707 Reserve Red 2015,Stellenbosch Hills,Silver Outstanding,Red,Blended Red - Shiraz Dominated - WO Stellenbosch - 2016-2014,South Africa
Stellenbosch Vineyards,Stellenbosch Vineyards Bushvine Pinotage 2015,Stellenbosch Vineyards,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
StellenRust Wines,Stellenrust Pinotage 2016,StellenRust Wines,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
StellenRust Wines,Stellenrust Cornerstone Pinotage 2014,StellenRust Wines,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
StellenRust Wines,Stellenrust Chenin Blanc (Stellenbosch Manor) 2017,StellenRust Wines,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
StellenRust Wines,Stellenrust Old Bushvine Cinsault (Stellenbosch Manor) 2016,StellenRust Wines,Silver Outstanding,Red,Cinsault - WO Stellenbosch - 2016,South Africa
StellenRust Wines,Stellenrust 51 Barrel fermented Chenin Blanc 2015,StellenRust Wines,Silver Outstanding,White,Chenin Blanc - WO Stellenbosch - 2017-2015,South Africa
Uva Mira Mountain Vineyards,The Dance Cabernet Franc 2014,Uva Mira Mountain Vineyards,Silver Outstanding,Red,Cabernet Franc - WO Stellenbosch - 2014,South Africa
Uva Mira Mountain Vineyards,The Mira Cabernet Sauvignon 2014,Uva Mira Mountain Vineyards,Silver Outstanding,Red,Cabernet Sauvignon - W O Stellenbosch - 2016-2014,South Africa
Villiera Wine,Villiera Monro Brut 2011,Villiera Wine,Silver Outstanding,White,Bottle Fermented Sparkling - Chardonnay Dominated - Brut - WO Stellenbosch - 2011,South Africa
Villiera Wine,Villiera Monro Red 2015,Villiera Wine,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Stellenbosch - 2015-2009,South Africa
Vrede en Lust,Vrede en Lust Boet Erasmus 2014,Vrede en Lust,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Simonsberg-Paarl - 2015-2013,South Africa
Wildekrans Wine Estate,Wildekrans Brut Rosé Methode Cap Classique 2013,Wildekrans Wine Estate,Silver Outstanding,Rosé,Bottle Fermented Sparkling Wine - Rosé - W O Cape South Coast - NV-2013,South Africa
Wildekrans Wine Estate,Wildekrans Pinotage Barrel Select Reserve 2015,Wildekrans Wine Estate,Silver Outstanding,Red,Pinotage - WO Walker Bay - 2015,South Africa
Zevenwacht Wine Estate,Zevenwacht 7even Syrah 2015,Zevenwacht Wine Estate,Silver Outstanding,Red,Shiraz Dominated Blend - WO Stellenbosch - 2016-2015,South Africa
Saronsberg Cellar,Saronsberg Shiraz 2015,Saronsberg Cellar,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - Tulbagh - 2015-2013,South Africa
Holden Manz Wine Estate,Visionaire 2013,Holden Manz Wine Estate,Silver Outstanding,Red,Blended Red - Merlot Dominated - WO Franschhoek - 2013,South Africa
Holden Manz Wine Estate,Chardonnay 2016,Holden Manz Wine Estate,Silver Outstanding,White,Chardonnay - W O Franschhoek  - 2016-2015,South Africa
Holden Manz Wine Estate,Big G 2013,Holden Manz Wine Estate,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - WO Franschhoek - 2013,South Africa
D'Aria Winery,D'Aria The Following Sauvignon Blanc 2015,D'Aria Winery,Silver Outstanding,White,Sauvignon Blanc - WO Durbanville & Tygerberg - 2017-2015,South Africa
Ewga Wines,Bergsig Estate Icarus 2012,Bergsig Estate,Silver Outstanding,Red,Touriga Nacional/Cabernet Sauvignon Blends - WO Breedekloof 2014-2012,South Africa
BEESLAAR WINES PTY LTD,Beeslaar Pinotage 2015,BEESLAAR WINES PTY LTD,Silver Outstanding,Red,Pinotage - WO Stellenbosch - 2016-2014,South Africa
La Vierge Wines (Pty) Ltd,Original Sin 2016,La Vierge Wines (Pty) Ltd,Silver Outstanding,White,Sauvignon Blanc/Sémillon - WO Hemel-en-Aarde Ridge - 2016,South Africa
Nico Van Der Merwe Wines (Pty) Ltd,Mas Nicolas 2015,Nico Van Der Merwe Wines (Pty) Ltd,Silver Outstanding,Red,Cabernet Sauvignon/Shiraz Blend - W O Stellenbosch - 2013-2012,South Africa
Painted Wolf Wines,Painted Wolf Syrah 2016,Painted Wolf Wines,Silver Outstanding,Red,Shiraz/Shiraz Dominated Blends - W O Swartland & Wards - 2015-2013,South Africa
Appelsdrift Farm (Pty) Ltd,The Drift Farm Gift Horse Single Vineyard Barbera 2015,Appelsdrift Farm (Pty) Ltd,Silver Outstanding,Red,Barbera - WO Overberg - 2015,South Africa
Seckford Agencies,Paul Cluver Chardonnay 2016,Seckford Agencies,Silver Outstanding,White,Chardonnay - WO Elgin - 2016-2015,South Africa
Seckford Agencies,Paul Cluver Close Encounter Riesling 2016,Seckford Agencies,Silver Outstanding,White,Riesling - Overberg - 2016,South Africa
Seckford Agencies,Paul Cluver Dry Encounter Riesling 2015,Seckford Agencies,Silver Outstanding,White,Riesling - WO Elgin - 2016-2015,South Africa
Seckford Agencies,Paul Cluver Seven Flags Pinot Noir 2015,Seckford Agencies,Silver Outstanding,Red,Pinot Noir - WO Elgin & Overberg - 2016-2014,South Africa
Seckford Agencies,Ernie Els Signature 2013,Seckford Agencies,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon Dominated - W O Stellenbosch - 2015-2009,South Africa
Seckford Agencies,Paul Cluver Seven Flags Chardonnay 2016,Seckford Agencies,Silver Outstanding,White,Chardonnay - WO Elgin - 2016-2015,South Africa
Seckford Agencies,Rustenberg Five Soldiers Chardonnay 2015,Seckford Agencies,Silver Outstanding,White,Chardonnay - WO Stellenbosch - 2016-2015,South Africa
Seckford Agencies,Rustenberg Peter Barlow Cabernet Sauvignon 2013,Seckford Agencies,Silver Outstanding,Red,Cabernet Sauvignon - WO Simonsberg - Stellenbosch - 2013-2011,South Africa
Seckford Agencies,Rustenberg Buzzard Kloof Syrah 2015,Seckford Agencies,Silver Outstanding,Red,Shiraz - WO Simonsberg - Stellenbosch - 2015,South Africa
Seckford Agencies,Rustenberg Stellenbosch Grenache 2016,Seckford Agencies,Silver Outstanding,Red,Grenache/Grenache dominated blends - WO Stellenbosch & Ward - 2016,South Africa
Seckford Agencies,Rustenberg Stellenbosch Shiraz 2015,Seckford Agencies,Silver Outstanding,Red,Shiraz - WO Simonsberg - Stellenbosch - 2015,South Africa
Babylonstoren (Pty) Ltd,Babylonstoren Shiraz,Babylonstoren (Pty) Ltd,Silver Outstanding,Red,Shiraz - WO Paarl - 2015-2013,South Africa
Babylonstoren (Pty) Ltd,Babylonstoren Nebukadnesar 2015,Babylonstoren (Pty) Ltd,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon dominated - WO Simonsberg-Paarl - 2015-2013,South Africa
Bottega Family Wines,Idiom Blended Red 2015,Bottega Family Wines,Silver Outstanding,Red,Blended Red - Cabernet Sauvignon - WO Western Cape - 2015,South Africa
Bottega Family Wines,"Idiom Pinotage, Merlot, Cabernet sauvignon, Shiraz 2015",Bottega Family Wines,Silver Outstanding,Red,Pinotage Blend - Stellenbosch - 2015-2014,South Africa
Baleia Wines,Erhard Pinot Noir 2013,Baleia Wines,Silver Outstanding,Red,Pinot Noir - WO Cape South Coast - 2013,South Africa
Benguela Cove Lagoon Wine Estate,Benguela Cove Chardonnay 2015,Benguela Cove,Silver Outstanding,White,Chardonnay - WO Western Cape - 2016-2015,South Africa
Lothian Vineyards,Lothian Vineyards Riesling - Limited Release 2016,Lothian Vineyards,Silver Outstanding,White,Riesling - WO Elgin - 2016-2015,South Africa
Lothian Vineyards,Lothian Vineyards Chardonnay - Vineyard Selection 2016,Lothian Vineyards,Silver Outstanding,White,Chardonnay - WO Elgin - 2016-2015,South Africa
Noble Savage Investments (Pty) Ltd,Bartinney Skyfall Cabernet Sauvignon 2014,Noble Savage Investments (Pty) Ltd,Silver Outstanding,Red,Cabernet Sauvignon - WO Wards of Stellenbosch - 2014-2013,South Africa
Noble Savage Investments (Pty) Ltd,Bartinney  Chardonnay 2016,Noble Savage Investments (Pty) Ltd,Silver Outstanding,White,Chardonnay - WO Western Cape - 2016-2015,South Africa
Hermanuspietersfontein,Hermanuspietersfontein Die Annoldus,Hermanuspietersfontein,Silver Outstanding,Red,Cabernet Sauvignon/Cabernet Sauvignon Dominated blends  - WO Walker Bay & Wards - 2012,South Africa
Richard Kershaw Wines,Kershaw Elgin Clonal Selection Syrah 2015,Richard Kershaw Wines,Silver Outstanding,Red,Shiraz - WO Overberg & Wards - 2015,South Africa
